source_ID,source_text,target_ID,target_text,relation,source_type,target_type,file_name,type_pair
A15, to make distinction; amount depend factor,A22,it follow sideration; company ferre advantage; company ferre ft; company ferre purpose;  grant regime; amount have ;  to be determine reference,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
A16,general state point; case involve categorisation;  form part;  apply ft;  oppose regime; which depend circumstance,A22,it follow sideration; company ferre advantage; company ferre ft; company ferre purpose;  grant regime; amount have ;  to be determine reference,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
A18, apply it;  receive it;  receive regime; amount depend factor,A22,it follow sideration; company ferre advantage; company ferre ft; company ferre purpose;  grant regime; amount have ;  to be determine reference,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
A19,which refer circumstance;  grant regime,A22,it follow sideration; company ferre advantage; company ferre ft; company ferre purpose;  grant regime; amount have ;  to be determine reference,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
A22,it follow sideration; company ferre advantage; company ferre ft; company ferre purpose;  grant regime; amount have ;  to be determine reference,A23,,support,prem,conc,R2011_France Télécom SA v European Commission.xml,prem-conc
A4,,B7, siste differential;  derive application;  establish regime; which categorise regime; which categorise aid,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
A5, pursue measure; nature have bear;  to be classify aid,B7, siste differential;  derive application;  establish regime; which categorise regime; which categorise aid,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
A6,it be establish ; article do distinguish cause; article define they; article define relation;  see case,B7, siste differential;  derive application;  establish regime; which categorise regime; which categorise aid,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B14bis,regime be base model,B14,levy be determine parameter;  apply effect;  apply 1994;  apply regime,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B15,it do have ;  to pay tax,B14,levy be determine parameter;  apply effect;  apply 1994;  apply regime,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B16,amount be establish accordance;  to determine amount;  pay entity;  pay 1989,B14,levy be determine parameter;  apply effect;  apply 1994;  apply regime,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B17,,B14,levy be determine parameter;  apply effect;  apply 1994;  apply regime,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B19, govern liability; rule derogate law; rule stitute regime,B14,levy be determine parameter;  apply effect;  apply 1994;  apply regime,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B15,it do have ;  to pay tax,B20,court be entitle ;  to find paragraph; levy must be regard company;  necte introduction;  establish year,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B16,amount be establish accordance;  to determine amount;  pay entity;  pay 1989,B20,court be entitle ;  to find paragraph; levy must be regard company;  necte introduction;  establish year,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B17,,B20,court be entitle ;  to find paragraph; levy must be regard company;  necte introduction;  establish year,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B19, govern liability; rule derogate law; rule stitute regime,B20,court be entitle ;  to find paragraph; levy must be regard company;  necte introduction;  establish year,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B15,it do have ;  to pay tax,B21,court state paragraph; levy be introduce number; fact do prove ;  to pay levy;  to pay 1991; liability be necte creation,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B16,amount be establish accordance;  to determine amount;  pay entity;  pay 1989,B21,court state paragraph; levy be introduce number; fact do prove ;  to pay levy;  to pay 1991; liability be necte creation,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B17,,B21,court state paragraph; levy be introduce number; fact do prove ;  to pay levy;  to pay 1991; liability be necte creation,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B19, govern liability; rule derogate law; rule stitute regime,B21,court state paragraph; levy be introduce number; fact do prove ;  to pay levy;  to pay 1991; liability be necte creation,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B13, find paragraph; taxation offset differential; pany benefit 1994; validity depend analysis; it may be regard charge; which be necte advantage;  enjoy ft;  enjoy result; its be tax regime,B22,court do number law; court do number cluding; court do number paragraph; commission be entitle ;  to apply off;  to apply amount;  pay ft;  pay 1991;  pay way;  arise result;  establish pany;  establish year,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B14,levy be determine parameter;  apply effect;  apply 1994;  apply regime,B22,court do number law; court do number cluding; court do number paragraph; commission be entitle ;  to apply off;  to apply amount;  pay ft;  pay 1991;  pay way;  arise result;  establish pany;  establish year,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B20,court be entitle ;  to find paragraph; levy must be regard company;  necte introduction;  establish year,B22,court do number law; court do number cluding; court do number paragraph; commission be entitle ;  to apply off;  to apply amount;  pay ft;  pay 1991;  pay way;  arise result;  establish pany;  establish year,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B21,court state paragraph; levy be introduce number; fact do prove ;  to pay levy;  to pay 1991; liability be necte creation,B22,court do number law; court do number cluding; court do number paragraph; commission be entitle ;  to apply off;  to apply amount;  pay ft;  pay 1991;  pay way;  arise result;  establish pany;  establish year,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B23,regime siste period; it be accept ; number introduce regime; number introduce effect; number introduce 1994,B25,it provide mechanism;  determine point; over should have be offset regime; taxation should have be offset regime,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B24,law do tain mechanism;  offset amount;  offset amount,B25,it provide mechanism;  determine point; over should have be offset regime; taxation should have be offset regime,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B26,general observe point; taxation should have exhaust effect; taxation should have exhaust time; which entail ferre; company ferre advantage; company ferre ft; company ferre regime,B25,it provide mechanism;  determine point; over should have be offset regime; taxation should have be offset regime,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B26,general observe point; taxation should have exhaust effect; taxation should have exhaust time; which entail ferre; company ferre advantage; company ferre ft; company ferre regime,B27,part can be not uphold ,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B9,part must be reject ,B28,ground must be reject entirety,support,prem,conc,R2011_France Télécom SA v European Commission.xml,prem-conc
B26,general observe point; taxation should have exhaust effect; taxation should have exhaust time; which entail ferre; company ferre advantage; company ferre ft; company ferre regime,B28,ground must be reject entirety,support,prem,conc,R2011_France Télécom SA v European Commission.xml,prem-conc
C1,it should be recall ;  to number ify;  put place;  put treaty;  put field,C3,aid have be grant ; undertaking may number principle;  entertain expectation; it have be grant pliance;  lay ec; procedure have be follow ,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
C2, to number measure;  to number commission;  to grant aid;  alter aid;  alter purpose;  to implement measure;  to implement accordance; institution have take decision,C3,aid have be grant ; undertaking may number principle;  entertain expectation; it have be grant pliance;  lay ec; procedure have be follow ,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
C2, to number measure;  to number commission;  to grant aid;  alter aid;  alter purpose;  to implement measure;  to implement accordance; institution have take decision,C4,aid be implement ification; aid be implement result; recipient can not have expectation; recipient can not have time; recipient see case,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
C3,aid have be grant ; undertaking may number principle;  entertain expectation; it have be grant pliance;  lay ec; procedure have be follow ,C4,aid be implement ification; aid be implement result; recipient can not have expectation; recipient can not have time; recipient see case,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
C9,company clude company; company clude paragraph; republic have fail ;  to prove existence;  enable they;  to rely principle,C10,it must be clude ,support,prem,conc,R2011_France Télécom SA v European Commission.xml,prem-conc
D5,court be entitle ; there be number; ld have give rise; ld have give expectation,D6,,support,prem,conc,R2011_France Télécom SA v European Commission.xml,prem-conc
E1, regard principle; article provide ;  to recover aid,E3, determine point;  refer article; aid be grant ,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
E2,period do begin ; number do begin ; aid be award beneficiary,E3, determine point;  refer article; aid be grant ,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
E3, determine point;  refer article; aid be grant ,E11, find paragraph; number be regard ;  having be award year; act be adopt ; which make ;  to establish existence,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
E4, determine date; period start ; provision refer grant; scheme be adopt ,E11, find paragraph; number be regard ;  having be award year; act be adopt ; which make ;  to establish existence,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
E7, calculate period; aid must be regard ; number having be award date; it be receive beneficiary,E11, find paragraph; number be regard ;  having be award year; act be adopt ; which make ;  to establish existence,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
E8,commission state ; period start ;  to run date,E11, find paragraph; number be regard ;  having be award year; act be adopt ; which make ;  to establish existence,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
E9,period start ; advantage be grant ; calculation may depend ; advantage be identify ,E11, find paragraph; number be regard ;  having be award year; act be adopt ; which make ;  to establish existence,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
E10,aid exist ; finding depend rate; establishment be situate ; court carry analysis; court carry paragraph; tax be charge ;  flow this,E11, find paragraph; number be regard ;  having be award year; act be adopt ; which make ;  to establish existence,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
E13, regard argument; court fail ;  to have regard;  to state reason; it be settle law; rt be require ;  to provide account; that follow reasoning;  articulate party,E14,it enable ; person to know ; measure be take ; it provide company; it provide material; it to exercise power;  see p,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
E11, find paragraph; number be regard ;  having be award year; act be adopt ; which make ;  to establish existence,E17,ground can be not accept ,support,prem,conc,R2011_France Télécom SA v European Commission.xml,prem-conc
E12, adopt court; approach be firm wording;  to recover aid,E17,ground can be not accept ,support,prem,conc,R2011_France Télécom SA v European Commission.xml,prem-conc
E16,court find ; court respond standard; court respond argument;  relate principle;  rely ft; court do disregard requirement;  to state reason;  establish law;  cite paragraph,E17,ground can be not accept ,support,prem,conc,R2011_France Télécom SA v European Commission.xml,prem-conc
F2, regard argument;  rely support; it should be observe ; court point paragraph; aid amount million,F3,figure delimit range; court find ;  refer paragraph; company taine information; amount to be determine difficulty,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
F1,principle require ; party can ascertain position;  govern law;  see case;  see case;  see effect,F6,court state paragraph; range be base estimate;  provide authority;  provide procedure;  to calculate amount; ft have benefit regime; commission be entitle ;  to rely datum,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
F3,figure delimit range; court find ;  refer paragraph; company taine information; amount to be determine difficulty,F6,court state paragraph; range be base estimate;  provide authority;  provide procedure;  to calculate amount; ft have benefit regime; commission be entitle ;  to rely datum,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
F4,court hold paragraph; provision require commission;  order recovery;  declare incompatible;  to fix amount,F6,court state paragraph; range be base estimate;  provide authority;  provide procedure;  to calculate amount; ft have benefit regime; commission be entitle ;  to rely datum,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
F5,decision to include information; decision to include difficulty;  enable recipient;  to calculate amount;  see case,F6,court state paragraph; range be base estimate;  provide authority;  provide procedure;  to calculate amount; ft have benefit regime; commission be entitle ;  to rely datum,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
F6,court state paragraph; range be base estimate;  provide authority;  provide procedure;  to calculate amount; ft have benefit regime; commission be entitle ;  to rely datum,F7,company clude paragraph; decision do number ,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
F6,court state paragraph; range be base estimate;  provide authority;  provide procedure;  to calculate amount; ft have benefit regime; commission be entitle ;  to rely datum,F8,it follow forego; number can rely principle;  to prevent recovery;  see case,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
F6,court state paragraph; range be base estimate;  provide authority;  provide procedure;  to calculate amount; ft have benefit regime; commission be entitle ;  to rely datum,F9,court be entitle ; decision be vitiate unlawfulness; it refer range;  regard amount,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
F7,company clude paragraph; decision do number ,F11, rely ft; ground can not succeed ; it must be reject entirety,support,prem,conc,R2011_France Télécom SA v European Commission.xml,prem-conc
F8,it follow forego; number can rely principle;  to prevent recovery;  see case,F11, rely ft; ground can not succeed ; it must be reject entirety,support,prem,conc,R2011_France Télécom SA v European Commission.xml,prem-conc
F9,court be entitle ; decision be vitiate unlawfulness; it refer range;  regard amount,F11, rely ft; ground can not succeed ; it must be reject entirety,support,prem,conc,R2011_France Télécom SA v European Commission.xml,prem-conc
F10,judgment be vitiate statement;  regard assessment;  allege breach;  raise ft,F11, rely ft; ground can not succeed ; it must be reject entirety,support,prem,conc,R2011_France Télécom SA v European Commission.xml,prem-conc
A1,leasing dispute admissibility;  allege error;  arise measure; assessment do number stitute; sense have be distort ,A5,,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A2,court have establish ; court assess fact; court have jurisdiction;  to review characterisation; which have be draw they; which have be draw judgment,A5,,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A3,commission do dispute fact; court rely ; it draw they;  draw transparency;  arise measure,A5,,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A4,commission seek review;  relate beneficiary; which fall jurisdiction; which fall text,A5,,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A11, regard dition;  relate existence;  to favour undertaking; which must be regard advantage; undertaking would have obtain dition,A12,which mitigate charge; that be include budget; which have effect;  sidere judgment,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A17, uphold plea;  raise kingdom; commission have infringe tfeu;  relate selectivity; dition have number be fulfil ; dition must be establish opinion; dition must be establish regard;  obtain investor; court find ; eigs have benefit measure;  refer article; who have benefit advantage; who have benefit result;  arise measure; who be refer order;  impose article,A19,that benefit advantage;  result system;  obtain investor;  to distort petition;  affect trade; decision tain statement;  cerne analysis,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A18,it hold ; they have benefit aid; they have benefit meaning,A19,that benefit advantage;  result system;  obtain investor;  to distort petition;  affect trade; decision tain statement;  cerne analysis,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A19,that benefit advantage;  result system;  obtain investor;  to distort petition;  affect trade; decision tain statement;  cerne analysis,A22,it appear sideration;  call description;  call question; which be set judgment; which summarise paragraph; measure have be grant ; measure have favour activity; they carry ; company clude ground; who have benefit advantage;  result measure,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A21,company clude paragraph; selectivity be establish basis,A22,it appear sideration;  call description;  call question; which be set judgment; which summarise paragraph; measure have be grant ; measure have favour activity; they carry ; company clude ground; who have benefit advantage;  result measure,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A23,it tradict finding; eigs have benefit measure;  refer article; clusion apply tfeu,A22,it appear sideration;  call description;  call question; which be set judgment; which summarise paragraph; measure have be grant ; measure have favour activity; they carry ; company clude ground; who have benefit advantage;  result measure,attack,prem,prem,A2018_Commission v Spain.xml,prem-prem
A8, regard substance; it must be recall ; law apply activity,A24, accord description; eigs carry activity; eigs carry view; it follow ;  recall paragraph; commission state recital,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A9, er entity;  engage activity; it be finance ,A24, accord description; eigs carry activity; eigs carry view; it follow ;  recall paragraph; commission state recital,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A9bis, offer good;  offer market;  see judgment;  see effect,A24, accord description; eigs carry activity; eigs carry view; it follow ;  recall paragraph; commission state recital,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A25,which apply authority; which apply trlis; which apply benefit; they be grant ; which leave system;  opt system;  apply ris,A27, accord fact;  establish paragraph; company respond advantage; eigs would number ;  have achieve operation;  save amount;  defer virtue;  save tax;  defer virtue;  avoid gain;  make sale,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A26, lecte benefit;  lecte stage;  have be state paragraph,A27, accord fact;  establish paragraph; company respond advantage; eigs would number ;  have achieve operation;  save amount;  defer virtue;  save tax;  defer virtue;  avoid gain;  make sale,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A27, accord fact;  establish paragraph; company respond advantage; eigs would number ;  have achieve operation;  save amount;  defer virtue;  save tax;  defer virtue;  avoid gain;  make sale,A28,system involve use;  be find paragraph,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A29,advantage be transfer member;  regard member;  reside spain;  make eigs; profit be transfer member; profit be transfer share;  reside state,A31, accord recital; advantage favour activity;  acquire vessel;  acquire view;  lease tract;  carry eigs,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A30,fact remain ; measure be apply eigs;  arise measure,A31, accord recital; advantage favour activity;  acquire vessel;  acquire view;  lease tract;  carry eigs,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A10, accord law; classification require ;  set provision; dition be fulfil ,A32, refer paragraph; it follow ;  to stitute aid;  to stitute favour; court hold ,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A10bis,,A32, refer paragraph; it follow ;  to stitute aid;  to stitute favour; court hold ,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A10ter, to affect trade,A32, refer paragraph; it follow ;  to stitute aid;  to stitute favour; court hold ,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A10quater,it fer advantage,A32, refer paragraph; it follow ;  to stitute aid;  to stitute favour; court hold ,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A10quinquies,it must distort ; it threaten ;  to distort judgment;  cite december;  cite commission,A32, refer paragraph; it follow ;  to stitute aid;  to stitute favour; court hold ,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A11, regard dition;  relate existence;  to favour undertaking; which must be regard advantage; undertaking would have obtain dition,A32, refer paragraph; it follow ;  to stitute aid;  to stitute favour; court hold ,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A12,which mitigate charge; that be include budget; which have effect;  sidere judgment,A32, refer paragraph; it follow ;  to stitute aid;  to stitute favour; court hold ,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A13,tfeu do distinguish measure; tfeu do distinguish reference; tfeu define they; tfeu define basis;  see judgment;  see effect,A32, refer paragraph; it follow ;  to stitute aid;  to stitute favour; court hold ,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A14, regard measure; company fer advantage; it must be recall ; number involve transfer; which place recipient; which place position;  procure advantage;  procure recipient; company stitute aid; company stitute meaning,A32, refer paragraph; it follow ;  to stitute aid;  to stitute favour; court hold ,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A15, result measure;  see judgment;  see effect,A32, refer paragraph; it follow ;  to stitute aid;  to stitute favour; court hold ,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A16,term do refer measure; which differentiate undertaking; differentiation arise nature; they form judgment,A32, refer paragraph; it follow ;  to stitute aid;  to stitute favour; court hold ,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A23,it tradict finding; eigs have benefit measure;  refer article; clusion apply tfeu,A32, refer paragraph; it follow ;  to stitute aid;  to stitute favour; court hold ,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A24, accord description; eigs carry activity; eigs carry view; it follow ;  recall paragraph; commission state recital,A32, refer paragraph; it follow ;  to stitute aid;  to stitute favour; court hold ,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A28,system involve use;  be find paragraph,A32, refer paragraph; it follow ;  to stitute aid;  to stitute favour; court hold ,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A31, accord recital; advantage favour activity;  acquire vessel;  acquire view;  lease tract;  carry eigs,A32, refer paragraph; it follow ;  to stitute aid;  to stitute favour; court hold ,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A33, keep law;  set paragraph; it follow ; classification can not depend status,A32, refer paragraph; it follow ;  to stitute aid;  to stitute favour; court hold ,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A5,,A35,it follow ,support,prem,conc,A2018_Commission v Spain.xml,prem-conc
A7, raise argument,A35,it follow ,support,prem,conc,A2018_Commission v Spain.xml,prem-conc
A32, refer paragraph; it follow ;  to stitute aid;  to stitute favour; court hold ,A35,it follow ,support,prem,conc,A2018_Commission v Spain.xml,prem-conc
B5,commission have sidere recital;  result system;  ferre authority; court find ;  involve element; advantage remain dition; advantage remain investor; who decide ;  to participate transaction;  finance ship;  finance purchase;  create bank,B7,company clude ;  mean case; investor benefit ,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
B6, having state paragraph;  authorise depreciation;  cerne characteristic; which may be depreciate ; commission have indicate decision; exercise have lead authority;  to accept depreciation; advantage have be refuse operation; court hold ; it be establish ; power would have result ;  define type;  define exclusion;  benefit advantage;  to finance vessel; it remain case;  take part;  take transaction;  access advantage,B7,company clude ;  mean case; investor benefit ,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
B9, authorise depreciation;  provide article; company ferre power; company ferre authority;  to favour activity;  carry eig;  involve system;  have effect;  favour activity; court err law,B7,company clude ;  mean case; investor benefit ,attack,prem,prem,A2018_Commission v Spain.xml,prem-prem
B1,it must be recall ;  to establish nature; authority to have power;  to grant benefit,B9, authorise depreciation;  provide article; company ferre power; company ferre authority;  to favour activity;  carry eig;  involve system;  have effect;  favour activity; court err law,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
B2, to enable authority;  to favour undertaking;  to favour detriment;  establish existence;  establish meaning;  see effect,B9, authorise depreciation;  provide article; company ferre power; company ferre authority;  to favour activity;  carry eig;  involve system;  have effect;  favour activity; court err law,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
B3,authority have power;  to determine beneficiary;  grant basis,B9, authorise depreciation;  provide article; company ferre power; company ferre authority;  to favour activity;  carry eig;  involve system;  have effect;  favour activity; court err law,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
B4,authority have latitude;  limit criterion;  establish legislation; application be regard see; number be regard see;  see effect,B9, authorise depreciation;  provide article; company ferre power; company ferre authority;  to favour activity;  carry eig;  involve system;  have effect;  favour activity; court err law,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
B8,it must be point ; sideration be base premiss; investor be regard beneficiary;  arise measure;  relate selectivity; dition have ,B9, authorise depreciation;  provide article; company ferre power; company ferre authority;  to favour activity;  carry eig;  involve system;  have effect;  favour activity; court err law,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
B9, authorise depreciation;  provide article; company ferre power; company ferre authority;  to favour activity;  carry eig;  involve system;  have effect;  favour activity; court err law,B10,part must be uphold ,support,prem,conc,A2018_Commission v Spain.xml,prem-conc
C2, to reject argument;  set paragraph; court refer judgment; which give rise; which give judgment; company ld benefit advantage;  carry type;  carry distinction; it sidere ; advantage be grant result; advantage be grant exclusion; fact do make ,C1,leasing observe court;  participate structure;  obtain advantage;  arise it;  operate sector;  operate precondition;  obtain number; advantage be regard light; commission argue ; which make type; which make eig; undertaking benefit it; which make investment; which make part; undertaking benefit it,attack,prem,prem,A2018_Commission v Spain.xml,prem-prem
C2, to reject argument;  set paragraph; court refer judgment; which give rise; which give judgment; company ld benefit advantage;  carry type;  carry distinction; it sidere ; advantage be grant result; advantage be grant exclusion; fact do make ,C4,company clude paragraph;  obtain investor; who participate number; advantage be sidere ;  carry type;  carry eig; undertaking benefit it,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
C3, analyse paragraph; it sidere paragraph; advantage be grant term; advantage be grant basis; it acquire nature; company do stitute aid; company do stitute favour,C4,company clude paragraph;  obtain investor; who participate number; advantage be sidere ;  carry type;  carry eig; undertaking benefit it,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
C4,company clude paragraph;  obtain investor; who participate number; advantage be sidere ;  carry type;  carry eig; undertaking benefit it,C11,it follow ;  hold purpose;  reject plea;  make defence;  make commission;  obtain investor; which participate number; advantage be regard ; commission have establish ; measure introduce treatment; which benefit advantage; which be exclude it;  pursue system; company be mitte error,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
C5,it must be observe ;  make defence;  make commission;  make court; analysis be base premiss; investor be regard beneficiary;  arise measure;  relate selectivity; dition have ,C11,it follow ;  hold purpose;  reject plea;  make defence;  make commission;  obtain investor; which participate number; advantage be regard ; commission have establish ; measure introduce treatment; which benefit advantage; which be exclude it;  pursue system; company be mitte error,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
C7, accord reasoning;  identify commission; existence can not establish ; measure favour undertaking; measure favour meaning; measure be direct ;  favour measure,C11,it follow ;  hold purpose;  reject plea;  make defence;  make commission;  obtain investor; which participate number; advantage be regard ; commission have establish ; measure introduce treatment; which benefit advantage; which be exclude it;  pursue system; company be mitte error,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
