source_ID,source_text,target_ID,target_text,relation,source_type,target_type,file_name,type_pair
A17,feature describe paragraph,A18,aid receive regime; amount depend factother,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
A20,paragraph form part; plea relate limitation; <ORG> recover aid,A19,which refer circumstance; aid grant to; aid grant tax regime,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
A21,finding relate aid; <ORG> benefit tax regime,A19,which refer circumstance; aid grant to; aid grant tax regime,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
A13,finding depend number; tax rate vote authority; <ORG> have establishment,A22,it follow company sideration; <ORG> do number; tax regime company ferre advantage; tax regime company ferre purpose; aid grant regime; amount have reference; number determine reference,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
A14,circumstance number way; <ORG> classify <ORG>; <ORG> classify purpose,A22,it follow company sideration; <ORG> do number; tax regime company ferre advantage; tax regime company ferre purpose; aid grant regime; amount have reference; number determine reference,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
A15,amount depend factother,A22,it follow company sideration; <ORG> do number; tax regime company ferre advantage; tax regime company ferre purpose; aid grant regime; amount have reference; number determine reference,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
A16,Advocate General state point; case involve categorisation; element form part; element oppose law regime; which depend circumstance,A22,it follow company sideration; <ORG> do number; tax regime company ferre advantage; tax regime company ferre purpose; aid grant regime; amount have reference; number determine reference,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
A18,aid receive regime; amount depend factother,A22,it follow company sideration; <ORG> do number; tax regime company ferre advantage; tax regime company ferre purpose; aid grant regime; amount have reference; number determine reference,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
A19,which refer circumstance; aid grant to; aid grant tax regime,A22,it follow company sideration; <ORG> do number; tax regime company ferre advantage; tax regime company ferre purpose; aid grant regime; amount have reference; number determine reference,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
A22,it follow company sideration; <ORG> do number; tax regime company ferre advantage; tax regime company ferre purpose; aid grant regime; amount have reference; number determine reference,A23,,support,prem,conc,R2011_France Télécom SA v European Commission.xml,prem-conc
A4,,B7,company siste tax differential; tax differential derive application; provision establish regime; which categorise regime,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
A5,objective pursue <ORG>; nature have number bear; ground have number bear,B7,company siste tax differential; tax differential derive application; provision establish regime; which categorise regime,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
A6,Article EC distinguish cause; case law define they; case law define relation,B7,company siste tax differential; tax differential derive application; provision establish regime; which categorise regime,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B14bis,tax regime base model; tax regime base operating parameter,B14,levy determine parameter; parameter apply effect,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B15,number have tax,B14,levy determine parameter; parameter apply effect,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B16,amount establish accordance; parameter use amount; parameter determine amount; earning pay to; earning pay entity,B14,levy determine parameter; parameter apply effect,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B17,,B14,levy determine parameter; parameter apply effect,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B19,rule govern liability; rule derogate law,B14,levy determine parameter; parameter apply effect,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B15,number have tax,B20,<ORG> entitle paragraph; levy regard charge company; charge company necte introduction; tax mechanism establish year,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B16,amount establish accordance; parameter use amount; parameter determine amount; earning pay to; earning pay entity,B20,<ORG> entitle paragraph; levy regard charge company; charge company necte introduction; tax mechanism establish year,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B17,,B20,<ORG> entitle paragraph; levy regard charge company; charge company necte introduction; tax mechanism establish year,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B19,rule govern liability; rule derogate law,B20,<ORG> entitle paragraph; levy regard charge company; charge company necte introduction; tax mechanism establish year,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B15,number have tax,B21,<ORG> state paragraph; <ORG> state appeal; levy introduce law number; tax regime introduce law number; FTs liability pay levy; FTs liability necte creation,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B16,amount establish accordance; parameter use amount; parameter determine amount; earning pay to; earning pay entity,B21,<ORG> state paragraph; <ORG> state appeal; levy introduce law number; tax regime introduce law number; FTs liability pay levy; FTs liability necte creation,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B17,,B21,<ORG> state paragraph; <ORG> state appeal; levy introduce law number; tax regime introduce law number; FTs liability pay levy; FTs liability necte creation,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B19,rule govern liability; rule derogate law,B21,<ORG> state paragraph; <ORG> state appeal; levy introduce law number; tax regime introduce law number; FTs liability pay levy; FTs liability necte creation,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B13,number find paragraph; levy offset tax differential; taxation depend analysis; it regard charge; which necte advantage; advantage enjoy result; its tax regime,B22,<ORG> entitle amount; <ORG> entitle judgment; judgment refuse set; judgment apply set; amount pay amount; tax differential arise result; tax regime establish year,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B14,levy determine parameter; parameter apply effect,B22,<ORG> entitle amount; <ORG> entitle judgment; judgment refuse set; judgment apply set; amount pay amount; tax differential arise result; tax regime establish year,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B20,<ORG> entitle paragraph; levy regard charge company; charge company necte introduction; tax mechanism establish year,B22,<ORG> entitle amount; <ORG> entitle judgment; judgment refuse set; judgment apply set; amount pay amount; tax differential arise result; tax regime establish year,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B21,<ORG> state paragraph; <ORG> state appeal; levy introduce law number; tax regime introduce law number; FTs liability pay levy; FTs liability necte creation,B22,<ORG> entitle amount; <ORG> entitle judgment; judgment refuse set; judgment apply set; amount pay amount; tax differential arise result; tax regime establish year,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B23,tax regime siste period; period entail taxation; Law number introduce effect; Law number introduce tax regime,B25,it provide number mechanism; number mechanism determine point; taxation offset regime,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B24,law tain mechanism; mechanism offset amount; mechanism offset way,B25,it provide number mechanism; number mechanism determine point; taxation offset regime,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B26,Advocate General observe point; taxation exhaust effect; taxation exhaust time; company ferre advantage; company ferre tax regime,B25,it provide number mechanism; number mechanism determine point; taxation offset regime,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B26,Advocate General observe point; taxation exhaust effect; taxation exhaust time; company ferre advantage; company ferre tax regime,B27,,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
B9,,B28,ground reject entirety,support,prem,conc,R2011_France Télécom SA v European Commission.xml,prem-conc
B26,Advocate General observe point; taxation exhaust effect; taxation exhaust time; company ferre advantage; company ferre tax regime,B28,ground reject entirety,support,prem,conc,R2011_France Télécom SA v European Commission.xml,prem-conc
C1,obligation number ify; system put place; system put field,C3,number entertain expectation; it grant company pliance,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
C2,obligation number measure; measure intend aid; measure grant aid; measure alter aid; measure alter purpose; number implement measure; number implement accordance; institution take decision,C3,number entertain expectation; it grant company pliance,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
C2,obligation number measure; measure intend aid; measure grant aid; measure alter aid; measure alter purpose; number implement measure; number implement accordance; institution take decision,C4,aid implement number ification; aid implement result; recipient not have expectation; recipient not have time; recipient not have join Cases; recipient not have paragraph; recipient not have case law,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
C3,number entertain expectation; it grant company pliance,C4,aid implement number ification; aid implement result; recipient not have expectation; recipient not have time; recipient not have join Cases; recipient not have paragraph; recipient not have case law,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
C9,<ORG> clude company; <ORG> clude paragraph; French Republic fail existence; judgment prove existence; circumstance enable they; circumstance enable principle; circumstance rely principle,C10,,support,prem,conc,R2011_France Télécom SA v European Commission.xml,prem-conc
D5,there be number; <ORG> give rise; <ORG> give expectation,D6,,support,prem,conc,R2011_France Télécom SA v European Commission.xml,prem-conc
E1,power recover aid,E3,factor determine starting point; limitation period refer article,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
E2,aid award to,E3,factor determine starting point; limitation period refer article,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
E3,factor determine starting point; limitation period refer article,E11,year establish existence,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
E4,purpose determine date; provision refer grant,E11,year establish existence,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
E7,purpose calculate limitation period; number award to; number award date; it receive beneficiary,E11,year establish existence,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
E8,limitation period start date,E11,year establish existence,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
E9,,E11,year establish existence,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
E10,finding depend rate; <ORG> carry analysis; <ORG> carry paragraph; <ORG> carry appeal; business tax charge fact,E11,year establish existence,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
E13,<ORG> fail regard; argument have regard; it settle case law; company rt require account; case law provide account; that follow reasoning; reasoning articulate party,E14,it enable reasoning; reasoning provide company; reasoning provide material; it exercise power,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
E11,year establish existence,E17,,support,prem,conc,R2011_France Télécom SA v European Commission.xml,prem-conc
E12,approach firm wording; wording recover aid,E17,,support,prem,conc,R2011_France Télécom SA v European Commission.xml,prem-conc
E16,<ORG> respond standard; argument relate principle; requirement state reason; reason establish case law; case law cite paragraph,E17,,support,prem,conc,R2011_France Télécom SA v European Commission.xml,prem-conc
F2,<ORG> point paragraph; <ORG> point appeal,F3,figure delimit range; decision company taine information; amount determine difficulty,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
F1,principle require situation; principle require paragraph; party ascertain position; party ascertain situation; party ascertain relationship; situation govern <ORG>,F6,<ORG> state paragraph; range base estimate; estimate provide authority; estimate provide procedure; <ORG> benefit regime; <ORG> entitle datum,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
F3,figure delimit range; decision company taine information; amount determine difficulty,F6,<ORG> state paragraph; range base estimate; estimate provide authority; estimate provide procedure; <ORG> benefit regime; <ORG> entitle datum,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
F4,<ORG> hold paragraph; number provision require <ORG>; aid declare incompatible,F6,<ORG> state paragraph; range base estimate; estimate provide authority; estimate provide procedure; <ORG> benefit regime; <ORG> entitle datum,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
F5,<ORG> include information; information enable recipient; information enable amount; information enable difficulty; information calculate amount; information calculate difficulty; information see paragraph; information see paragraph,F6,<ORG> state paragraph; range base estimate; estimate provide authority; estimate provide procedure; <ORG> benefit regime; <ORG> entitle datum,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
F6,<ORG> state paragraph; range base estimate; estimate provide authority; estimate provide procedure; <ORG> benefit regime; <ORG> entitle datum,F7,<ORG> clude paragraph; decision stitute breach; company stitute breach,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
F6,<ORG> state paragraph; range base estimate; estimate provide authority; estimate provide procedure; <ORG> benefit regime; <ORG> entitle datum,F8,French Republic rely principle; order prevent recovery,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
F6,<ORG> state paragraph; range base estimate; estimate provide authority; estimate provide procedure; <ORG> benefit regime; <ORG> entitle datum,F9,decision vitiate unlawfulness; it refer range; range regard amount,support,prem,prem,R2011_France Télécom SA v European Commission.xml,prem-prem
F7,<ORG> clude paragraph; decision stitute breach; company stitute breach,F11,ground not succeed it; it reject entirety,support,prem,conc,R2011_France Télécom SA v European Commission.xml,prem-conc
F8,French Republic rely principle; order prevent recovery,F11,ground not succeed it; it reject entirety,support,prem,conc,R2011_France Télécom SA v European Commission.xml,prem-conc
F9,decision vitiate unlawfulness; it refer range; range regard amount,F11,ground not succeed it; it reject entirety,support,prem,conc,R2011_France Télécom SA v European Commission.xml,prem-conc
F10,judgment vitiate statement; plea allege breach; principle raise principle,F11,ground not succeed it; it reject entirety,support,prem,conc,R2011_France Télécom SA v European Commission.xml,prem-conc
A1,<ORG> dispute admissibility; <ORG> dispute ground; ground allege error; advantage arise tax measure; assessment number company stitute; sense distort question,A5,,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A2,<ORG> have jurisdiction; jurisdiction review characterisation; jurisdiction review company clusion; jurisdiction review judgment,A5,,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A3,<ORG> dispute fact; fact draw tax transparency; advantage arise tax measure,A5,,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A4,<ORG> seek review; classification relate beneficiary; which fall jurisdiction; which fall company text,A5,,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A11,company dition relate existence; case law intervention favour undertaking; which regard advantage; recipient undertaking obtain mal market company dition,A12,which mitigate charge; that include budget; measure have effect,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A17,plea raise plea; <ORG> infringe Article TFEU; company dition relate selectivity; company dition establish opinion; company dition establish regard; <ORG> find who; <ORG> benefit tax measure; tax measure refer article; who benefit advantage; who benefit result; advantage arise measure; who refer order; order impose article,A19,company clude decision; that benefit advantage; advantage result STL system; advantage obtain investother; decision tain statement; reason cerne analysis,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A18,they benefit <ORG>; they benefit meaning,A19,company clude decision; that benefit advantage; advantage result STL system; advantage obtain investother; decision tain statement; reason cerne analysis,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A19,company clude decision; that benefit advantage; advantage result STL system; advantage obtain investother; decision tain statement; reason cerne analysis,A22,it appear company sideration; which set judgment; <ORG> summarise paragraph; tax measure grant to; finding favour activity; they carry <ORG>; who benefit advantage; advantage result measure,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A21,company clude paragraph; selectivity establish basis,A22,it appear company sideration; which set judgment; <ORG> summarise paragraph; tax measure grant to; finding favour activity; they carry <ORG>; who benefit advantage; advantage result measure,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A23,it tradict finding; <ORG> benefit tax measure; tax measure refer article; company clusion apply article TFEU,A22,it appear company sideration; which set judgment; <ORG> summarise paragraph; tax measure grant to; finding favour activity; they carry <ORG>; who benefit advantage; advantage result measure,attack,prem,prem,A2018_Commission v Spain.xml,prem-prem
A8,<ORG> apply activity; prohibition apply activity,A24,<ORG> carry activity; <ORG> carry view; it follow meaning; case law recall paragraph; <ORG> state recital,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A9,entity engage activity,A24,<ORG> carry activity; <ORG> carry view; it follow meaning; case law recall paragraph; <ORG> state recital,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A9bis,activity company siste good; activity company offer good; activity company offer market,A24,<ORG> carry activity; <ORG> carry view; it follow meaning; case law recall paragraph; <ORG> state recital,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A25,which apply tax authority; which apply benefit,A27,advantage accord fact; fact establish paragraph; advantage respond advantage; advantage achieve operation; interest save amount; tax payment defer virtue; interest save tax; tax defer virtue; tax avoid capital gain; capital gain make sale,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A26,,A27,advantage accord fact; fact establish paragraph; advantage respond advantage; advantage achieve operation; interest save amount; tax payment defer virtue; interest save tax; tax defer virtue; tax avoid capital gain; capital gain make sale,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A27,advantage accord fact; fact establish paragraph; advantage respond advantage; advantage achieve operation; interest save amount; tax payment defer virtue; interest save tax; tax defer virtue; tax avoid capital gain; capital gain make sale,A28,<ORG> involve use; use find paragraph,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A29,advantage transfer member; profit transfer member; profit transfer share,A31,advantage accord recital; advantage favour activity; activity acquire vessel; activity acquire company tract; activity lease company tract; activity lease view,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A30,fact remain they; tax measure apply they; advantage arise measure,A31,advantage accord recital; advantage favour activity; activity acquire vessel; activity acquire company tract; activity lease company tract; activity lease view,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A10,company dition set provision,A32,case law refer paragraph; it follow <ORG>; <ORG> hold form,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A10bis,,A32,case law refer paragraph; it follow <ORG>; <ORG> hold form,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A10ter,,A32,case law refer paragraph; it follow <ORG>; <ORG> hold form,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A10quater,it fer advantage,A32,case law refer paragraph; it follow <ORG>; <ORG> hold form,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A10quinquies,,A32,case law refer paragraph; it follow <ORG>; <ORG> hold form,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A11,company dition relate existence; case law intervention favour undertaking; which regard advantage; recipient undertaking obtain mal market company dition,A32,case law refer paragraph; it follow <ORG>; <ORG> hold form,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A12,which mitigate charge; that include budget; measure have effect,A32,case law refer paragraph; it follow <ORG>; <ORG> hold form,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A13,article TFEU distinguish measure; article TFEU distinguish reference,A32,case law refer paragraph; it follow <ORG>; <ORG> hold form,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A14,it recall measure; number involve transfer; number place recipient; number place position; measure procure advantage; measure procure recipient; measure stitute <ORG>; measure stitute meaning,A32,case law refer paragraph; it follow <ORG>; <ORG> hold form,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A15,tax advantage result measure; number company stitute aid; tax advantage see judgment; tax advantage see case law; judgment see judgment,A32,case law refer paragraph; it follow <ORG>; <ORG> hold form,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A16,term refer <ORG>; which differentiate undertaking; differentiation arise nature; they form part judgment,A32,case law refer paragraph; it follow <ORG>; <ORG> hold form,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A23,it tradict finding; <ORG> benefit tax measure; tax measure refer article; company clusion apply article TFEU,A32,case law refer paragraph; it follow <ORG>; <ORG> hold form,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A24,<ORG> carry activity; <ORG> carry view; it follow meaning; case law recall paragraph; <ORG> state recital,A32,case law refer paragraph; it follow <ORG>; <ORG> hold form,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A28,<ORG> involve use; use find paragraph,A32,case law refer paragraph; it follow <ORG>; <ORG> hold form,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A31,advantage accord recital; advantage favour activity; activity acquire vessel; activity acquire company tract; activity lease company tract; activity lease view,A32,case law refer paragraph; it follow <ORG>; <ORG> hold form,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A33,case law set paragraph; it follow status; classification not depend status,A32,case law refer paragraph; it follow <ORG>; <ORG> hold form,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
A5,,A35,,support,prem,conc,A2018_Commission v Spain.xml,prem-conc
A7,plea raise argument,A35,,support,prem,conc,A2018_Commission v Spain.xml,prem-conc
A32,case law refer paragraph; it follow <ORG>; <ORG> hold form,A35,,support,prem,conc,A2018_Commission v Spain.xml,prem-conc
B5,<ORG> sidere recital; advantage result STL system; company ferre tax authority; authorisation system involve element; advantage remain company dition; advantage remain investor; who decide transaction; investor participate transaction; transaction aim ship; transaction finance ship; transaction finance purchase; shareholding create bank,B7,existence mean case,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
B6,company dition authorise depreciation; <ORG> indicate decision; exercise lead tax authority; exercise lead depreciation; advantage refuse operation; <ORG> hold it; power result type; type benefit tax advantage; <ORG> finance vessel; <ORG> finance exclusion; it remain case; possibility take part; possibility take transaction; possibility access advantage,B7,existence mean case,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
B9,system authorise depreciation; system provide system; company ferre power; company ferre tax authority; power favour activity; activity involve STL system; effect favour activity; <ORG> err law,B7,existence mean case,attack,prem,prem,A2018_Commission v Spain.xml,prem-prem
B1,order establish nature; authority have power; power grant benefit,B9,system authorise depreciation; system provide system; company ferre power; company ferre tax authority; power favour activity; activity involve STL system; effect favour activity; <ORG> err law,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
B2,judgment see effect,B9,system authorise depreciation; system provide system; company ferre power; company ferre tax authority; power favour activity; activity involve STL system; effect favour activity; <ORG> err law,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
B3,company petent authority have power; power determine beneficiary; power determine company dition; measure grant basis,B9,system authorise depreciation; system provide system; company ferre power; company ferre tax authority; power favour activity; activity involve STL system; effect favour activity; <ORG> err law,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
B4,company petent authority have latitude; latitude limit criterion; tax system establish legislation; application regard judgment; judgment see effect,B9,system authorise depreciation; system provide system; company ferre power; company ferre tax authority; power favour activity; activity involve STL system; effect favour activity; <ORG> err law,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
B8,it point it; company sideration base premiss; investother regard beneficiary; number regard beneficiary; advantage arise tax measure; company dition relate selectivity,B9,system authorise depreciation; system provide system; company ferre power; company ferre tax authority; power favour activity; activity involve STL system; effect favour activity; <ORG> err law,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
B9,system authorise depreciation; system provide system; company ferre power; company ferre tax authority; power favour activity; activity involve STL system; effect favour activity; <ORG> err law,B10,,support,prem,conc,A2018_Commission v Spain.xml,prem-conc
C2,order reject argument; argument set paragraph; <ORG> refer judgment; which give rise; which give judgment; operator company benefit tax advantage; operator company benefit type; advantage grant result; advantage grant exclusion,C1,Kingdom observe precondition; Kingdom observe judgment; Kingdom observe judgment; possibility participate structure; possibility obtain advantage; investor operate sectother; investor operate precondition; advantage obtain investothers company ld number; advantage regard light; which make type; which make investment; which make part,attack,prem,prem,A2018_Commission v Spain.xml,prem-prem
C2,order reject argument; argument set paragraph; <ORG> refer judgment; which give rise; which give judgment; operator company benefit tax advantage; operator company benefit type; advantage grant result; advantage grant exclusion,C4,company clude paragraph; advantage obtain investother; who participate STL operation company ld number; undertaking carry type,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
C3,advantage grant to; advantage grant term; advantage grant basis; it acquire nature; company stitute state aid; company stitute favour,C4,company clude paragraph; advantage obtain investother; who participate STL operation company ld number; undertaking carry type,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
C4,company clude paragraph; advantage obtain investother; who participate STL operation company ld number; undertaking carry type,C11,purpose reject plea; plea make defence; advantage obtain investother; which participate STL operation company ld number; tax measure introduce treatment; which benefit tax advantage; objective pursue tax system; <ORG> mitte error,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
C5,it observe it; plea make defence; analysis base premiss; investother regard beneficiary; number regard beneficiary; advantage arise tax measure; company dition relate selectivity,C11,purpose reject plea; plea make defence; advantage obtain investother; which participate STL operation company ld number; tax measure introduce treatment; which benefit tax advantage; objective pursue tax system; <ORG> mitte error,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
C7,existence not establish undertaking; measure favour undertaking; measure favour meaning; undertaking favour measure,C11,purpose reject plea; plea make defence; advantage obtain investother; which participate STL operation company ld number; tax measure introduce treatment; which benefit tax advantage; objective pursue tax system; <ORG> mitte error,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
C8,company ferre tax advantage; company dition relate selectivity; who qualify tax advantage; who do number; objective pursue Member States tax system,C11,purpose reject plea; plea make defence; advantage obtain investother; which participate STL operation company ld number; tax measure introduce treatment; which benefit tax advantage; objective pursue tax system; <ORG> mitte error,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
C9,requirement identify category; which favour measure; which distinguish reason; requirement not infer case law,C11,purpose reject plea; plea make defence; advantage obtain investother; which participate STL operation company ld number; tax measure introduce treatment; which benefit tax advantage; objective pursue tax system; <ORG> mitte error,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
C10,recipient undertaking belong sectother; number call nature; number call question; nature call question; nature call fact; company dition obtain tax advantage; company ferre measure,C11,purpose reject plea; plea make defence; advantage obtain investother; which participate STL operation company ld number; tax measure introduce treatment; which benefit tax advantage; objective pursue tax system; <ORG> mitte error,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
C11,purpose reject plea; plea make defence; advantage obtain investother; which participate STL operation company ld number; tax measure introduce treatment; which benefit tax advantage; objective pursue tax system; <ORG> mitte error,C12,,support,prem,conc,A2018_Commission v Spain.xml,prem-conc
D9,<ORG> support company clusion; advantage obtain investother; advantage satisfy company dition; number satisfy company dition; company dition relate selectivity company; activity refer decision; which benefit measure; acquisition lease company tract; acquisition lease view; company clusion create purpose,D10,it state they; it state company; advantage obtain investother; latter carry activity; <ORG> respond member,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
D10,it state they; it state company; advantage obtain investother; latter carry activity; <ORG> respond member,D13,<ORG> clude paragraph; STL system favour activity; activity carry <ORG>; finding establish selectivity; advantage receive investother; effect create purpose; decision vitiate failure; failure state reason,support,prem,prem,A2018_Commission v Spain.xml,prem-prem
