text,class,events
"... the amount of credits earmarked for the aid referred to in Article 4 of Law No 4/1985, for the period from 1985 to 1995, amounted to ITL 13 000 million (EUR 6.7 million), and 155 applications had been [accepted].",0,[]
"On average, the level of aid disbursed ranged from 13% to 26% of the cost of the loans and interest.",0,[]
"The budget for the period 1981 to 1985 was ITL 930 million (EUR 0.4 million), and 14 applications had been accepted during this period (section II of the contested decision).",0,[]
"... the budget allocated for the aid covered by Article 5 of Law No 4/1985 amounted to ITL 23 300 million (EUR 11.8 million) for the period from 1985 to 1995, and 1 691 applications had been accepted, with an average financing rate of around 19%, over that period.",0,[]
"In 1993, 83 applications had been accepted and the level of aid was 10%.",0,[]
"From 1981 to 1985, 305 applications had been [granted] and aid amounting to ITL 5 790 million (EUR 2.9 million) had been disbursed (contested decision, section II).",0,['aid disburse decision']
"I - 4128 ITALY v COMMISSION 12 According to the information sent by the Italian Government to the Commission [of the European Communities] after the initiation of the administrative procedure, aid granted under Article 6 of Law No 4/1985 was for investment in the combined transport sector (section II, seventh paragraph, of the contested decision).",0,[]
"According to the contested decision (point VIII, seventh paragraph), that aid was between 10% to 15% of the total amount of aid allocated.",0,[]
"By letter of 14 February 1997 the Commission informed the Italian Government of its decision to initiate the procedure provided by Article 93 (2) of the Treaty in respect of the system of aid for commercial road hauliers laid down by Law No 4/1985 and Law No 28/1981 (OJ 1997 C 98, p.",0,['<ORG> inform Government']
"It asked the Italian authorities and interested third parties to submit their observations and furnish all documents, information and data required in order to examine the compatibility of the aid in question with the common market.",0,['it ask authority']
"The Commission received the Italian Government's observations on 3 April 1997 ... 17 On 30 July 1997, the Commission closed the proceeding by adopting the contested decision.",0,"['<ORG> receive Italian Governments observation', '<ORG> close proceeding']"
"...' 4 Section VI of the reasons for the contested decision states that, since the aid in dispute seeks to improve the competitive position of commercial road haulage companies in the Friuli-Venezia Giulia Region (hereinafter 'the Region'), by reducing their normal business running costs, whereas such costs have to be borne in full by their competitors outside the region, it benefited those companies and that specific activity in such a way that it was liable to produce a distortion of competition.",0,['it benefit company panie']
I-4129 JUDGMENT OF 29.,0,[]
"4 - CASE C-298/00 P 5 First, the Commission makes a distinction, in section VII, third to eleventh paragraphs, of the reasons for the contested decision, between the road haulage market at local, regional and national level, on the one hand, and the international road haulage market, on the other.",0,"['case make distinction', '<ORG> make distinction']"
"It points out that the former was not open to Community competition until Regulation No 4059/89 entered into force on 1 July Consequently, aid granted before that date to carriers operating exclusively at local, regional or national level could not affect intra-Community trade and therefore did not constitute State aid for the purposes of Article 92(1) of the Treaty.",0,"['aid affect trade', 'aid affect state aid']"
"However, aid granted to those carriers after that date is State aid for the purposes of that provision, since it was capable of affecting trade between Member States.",0,[]
"With regard to the international road haulage market, the Commission states, in section III, fourth paragraph, of the reasons for the contested decision, that it has been open to intra-Community competition since 1969, when Regulation No 1018/68 entered into force.",0,[]
"It infers from this, in section VII, last paragraph, of those reasons, that the aid provided for by Laws Nos 28/1981 and 4/1985 had strengthened the financial position and hence the scope of commercial haulage companies in the Region vis-à-vis their competitors since 1969 for companies engaged in international transport and was accordingly capable of affecting trade between Member States.",0,['aid strengthen position']
That aid therefore constitutes State aid for the purposes of Article 92(1) of the Treaty and the local or limited nature of the competition represented by the regional hauliers cannot preclude the application of that provision.,0,['nature not preclude application']
"Next, in examining, in section VIII, ninth paragraph, of the contested decision, whether the aid thus characterised as State aid qualifies for a derogation, the Commission considers that the aid granted under Article 6 of Law No 4/1985 for financing equipment designed for combined transport can benefit from the exemption provided for in Article 3(1)(e) of Regulation (EEC) No 1107/70.",0,[]
None of the other derogations provided for by that article or by the Treaty was applicable to the other aid granted by the Region.,0,[]
"I-4130 ITALY v COMMISSION 8 Finally, section VIII, last paragraph, of the reasons for the contested decision states that aid granted under Laws Nos 28/1981 and 4/1985 to commercial road haulage companies in the Region engaged in local, regional or national transport operations from 1 July 1990 onwards, as well as to those engaged in international transport operations, is incompatible with the common market within the meaning of Article 92 of the Treaty.",0,[]
"The Commission therefore concludes, in section IX of those reasons, that, since the Italian Government implemented the aid scheme in question without having fulfilled the obligation to notify it, the scheme should be regarded as illegal and recovery of the aid in question should be regarded as necessary in order to restore the fair conditions of competition which existed before that aid was granted.",0,['<ORG> implement aid scheme']
"The operative part of the contested decision is worded as follows: 'Article 1 Subsidies granted under Laws No 28/1981 and No 4/1985 of the Friuli-Venezia Giulia Region (hereinafter referred to as ""the subsidies"") up to 1 July 1990 to companies exclusively engaged in transport operations at local, regional or national level do not constitute State aid within the meaning of Article 92(1) of the Treaty.",0,[]
Article 2 The subsidies not covered by Article 1 of this Decision constitute aid within the meaning of Article 92( 1 ) of the Treaty and are illegal since they were introduced in breach of Article 93(3).,0,['article stitute aid']
I -4131 JUDGMENT OF 29.,0,[]
"4 - CASE C-298/00 P Article 3 The subsidies for financing equipment specifically adapted for, and used solely for, combined transport constitute aid within the meaning of Article 92(1) of the Treaty but are compatible with the common market by virtue of Article 3(1)(e) of Regulation (EEC) No 1107/70.",0,['subsidy stitute aid']
"Article 4 The subsidies granted from 1 July 1990 onwards to companies engaged in transport operations at a local, regional or national level and to companies engaged in transport operations at an international level are incompatible with the common market since they do not fulfil any of the conditions for derogation provided for in Article 92(2) and (3) of the Treaty, or the conditions provided for in Regulation (EEC) No 1107/70.",0,['they fulfil any']
Article 5 Italy shall abolish and recover the aid referred to in Article 4.,0,[]
"The aid shall be reimbursed in accordance with the provisions of domestic law, together with interest, calculated by applying the reference rates used for assessment of regional aid, as from the date on which the aid was granted and ending on the date on which it is actually repaid.",0,[]
I - 4132 ITALY v COMMISSION Article 7 This Decision is addressed to the Italian Republic.',0,[]
"Following the adoption of the contested decision, the Region, which had suspended the granting of the aid in question from 1 January 1996 onwards, abolished the system of aid provided for by Law No 4/1985 and took the steps necessary to recover the aid already disbursed.",0,"['which suspend granting', 'Region abolish system']"
"Procedure, forms of order sought and pleas in law before the Court of First Instance and the contested judgment 1 1 It was in those circumstances that, by applications lodged at the Registry of the Court of First Instance on 2 December 1997 (T-298/97), 11 December 1997 (T-312/97 and T-313/97), 16 December 1997 (T-315/97), 19 December 1997 (T-600/97 to T-607/97), 2 January 1998 (T-1/98), 5 January 1998 (T-3/98 to T-6/98) and 26 January 1998 (T-23/98), certain of the undertakings in receipt of the aid in question brought an action for the partial annulment of the contested decision.",0,"['procedure test judgment', 'certain bring action']"
"By order of the President of the Fourth Chamber (Extended Composition) of 29 September 1998, the Italian Republic was granted leave to intervene in support of the applicant undertakings at first instance (hereinafter 'the applicants').",0,['Italian Republic grant leave']
I -4133 JUDGMENT OF 29.,0,[]
"4 — CASE C-298/00 P 13 The Italian Republic also brought an action, by application lodged at the Registry of the Court of Justice on 28 October 1997, registered under number C-372/97, for the partial annulment of the contested decision or, in the alternative, the annulment of that decision only in so far as, in Article 5, it requires that Member State to recover the aid granted from 1 July 1990 onwards.",0,"['case bring action', 'Italian Republic bring action', 'member State recover aid']"
"Those proceedings were stayed, by order of the Court of 24 November 1998, pending delivery of the contested judgment.",0,[]
"By their actions before the Court of First Instance, the applicants claimed that the Court should partially annul the contested decision or, in the alternative, annul it only in so far as, in Article 5, it requires the Italian Republic to recover the aid granted from 1 July 1990 onwards, together with interest.",0,"['Court annul decision', 'it require Italian Republic']"
"In support of their claims, they put forward essentially four pleas for annulment.",0,['they put plea']
The first plea for annulment put forward alleged infringement of Article 92(1) of the Treaty.,0,['plea put infringement']
"The applicants maintained that the Commission had erred in law by merely mentioning the simple possibility that trade between Member States might be affected, without demonstrating the existence of a real, concrete risk of distortion of competition.",0,[]
"In this case, since the aid in question was of a modest amount, its recipients engaged in mainly regional operations and it had a compensatory function, that aid was not likely to affect trade between Member States or affect competition.",0,['it have function']
The applicants also complained that the contested decision was vitiated by a failure to state reasons.,0,[]
6 The Court of First Instance rejected that first plea in law on the grounds specified in paragraphs 76 to 106 of the contested judgment.,0,['<ORG> reject plea']
"It is apparent from those grounds, inter alia, that, on the one hand, the Commission was not required to establish that the aid in question had a real effect on trade between Member States and competition, and that, on the other hand, neither the allegedly trivial amount of that aid nor the relatively small size of the recipient undertakings and the fact I - 4134 ITALY v COMMISSION that they operate at a local level necessarily led to the conclusion that the aid in question had no effect on the market and intra-Community trade.",0,['aid have effect']
"Moreover, the complaint concerning inadequacy of the statement of reasons for the contested decision was also rejected by the Court of First Instance on the ground that, in that decision, the Commission had stated, concisely but clearly, the reasons why the aid in question was such as to affect trade between Member States and distort competition.",0,['<ORG> state reason']
"The second plea for annulment put forward by the applicants alleged, firstly, infringement by the Commission of Articles 92(3)(a) and (c) of the Treaty and 3(1)(d) of Regulation No 1107/70 so far as concerns the interpretation of the derogating provisions of those articles and, secondly, failure to state reasons for the contested decision in that regard.",0,"['plea allege infringement', 'company cern interpretation']"
"The Court of First Instance rejected that second plea, holding, in paragraphs 124 to 135 of the contested judgment, that the contested decision cannot be regarded as vitiated by an error of law on that point or, moreover, by a failure to state reasons.",0,['<ORG> reject plea']
"The third plea for annulment put forward by the applicants maintained that, since the aid in question had been instituted by laws predating the liberalisation of the transport sector, it should not be classified as new aid, but should be regarded as existing aid.",0,[]
"The Court of First Instance upheld that plea only in so far as it relates to aid granted to undertakings engaged solely in local, regional or national transport and rejected it so far as concerns those operating in the international road haulage I - 4135 JUDGMENT OF 29.",0,"['<ORG> uphold plea', 'company cern those']"
4 — CASE C-298/00 P sector.,0,[]
"The grounds on which the Court of First Instance based its reasoning are the following: '142 According to established case-law, existing aid is aid introduced before the Treaty came into force or before the accession of the Member State concerned to the European Communities and aid which has been properly put into effect under the conditions laid down in Article 93(3) of the Treaty ([Case C-387/92] Banco Exterior de España [[1994] ECR I-877], paragraph 19, and Case C-295/97 Piaggio [1999] ECR I-3735, paragraph 48).",0,['<ORG> base reasoning']
"Likewise, a system of aid established in a market that was initially closed to competition must, when that market is liberalised, be regarded as an existing aid system, since at the time of its establishment it did not come within the scope of Article 92(1) of the Treaty, which, having regard to the requirements set out in that provision regarding effect on trade between Member States and repercussions on competition, applies only to sectors open to competition.",0,['it number company e']
"In the present case, as the international road haulage sector had been opened up to competition by Regulation No 1018/68 with effect from 1969, the systems of aid in question, established in 1981 and 1985, came within the scope of Article 92(1) of the Treaty from the time of their introduction and should therefore be regarded as new systems of aid which should thus have been notified to the Commission pursuant to Article 93(3) of the Treaty.",0,[]
"I-4136 ITALY v COMMISSION 146 On the other hand, as the cabotage market was liberalised by Regulation No 4059/89 only from 1 July 1990, the systems of aid in question did not, at the time of their introduction in 1981 and 1985, come within the scope of Article 92(1) of the Treaty, as regards aid granted in the local, regional or national transport sector.",0,['system number company e']
"It follows that aid to undertakings engaged solely in such a type of transport must be classified as existing aid and can be the subject, if at all, only of a decision finding it incompatible as to the future.",0,[]
"Pursuant to Article 93(1) and (2) of the Treaty and in accordance with the principle of legal certainty, the Commission is, as part of its constant review of existing aid, only empowered to require the elimination or modification of such aid within a period which it is to determine.",0,[]
"That aid can, therefore, lawfully be implemented as long as the Commission has not found it to be incompatible with the common market (Case C-47/91 Italy v Commission [1992] ECR I-4145, paragraphs 23 and 25, and Banco Exterior de Esparta, cited above, paragraph 20).",0,[]
"The contested decision must therefore be annulled in so far as Article 2 thereof declares aid granted with effect from 1 July 1990 to undertakings engaged solely in local, regional or national transport to be illegal, and in so far as Article 5 requires recovery of that aid.'",0,['article require recovery']
I-4137 JUDGMENT OF 29.,0,[]
"4 - CASE C-298/00 P 21 The fourth plea for annulment put forward by the applicants was based on the fact that Article 4, to which Article 5 of the contested decision refers in providing for the recovery of aid incompatible with the Treaty, unequivocally finds that the aid disbursed from 1 July 1990, a date which applies not only to aid granted to undertakings engaged exclusively in local, regional or national transport, but also to aid granted to those engaged in international road haulage, was incompatible with the common market.",0,['which apply number']
They complain that the Commission acted in breach both of the principles of proportionality and the protection of legitimate expectations and of the obligation to state reasons so far as the recovery of the aid is concerned.,0,[]
"The Court of First Instance also rejected that plea in law, on the grounds set out in paragraphs 162 to 177 of the contested judgment, which are based on the consideration that Article 4 of the contested decision must be interpreted as covering the aid granted to undertakings engaged in local, regional or national transport from 1 July 1990 onwards and that granted to undertakings engaged in international road haulage since the introduction of the aid systems in question.",0,['<ORG> reject plea']
"The Court of First Instance also held that, since the aid in question had not been notified to the Commission, the applicants had not established the existence of any specific factor which would give grounds for assuming that the obligation to reimburse individual aid granted to undertakings engaged in international road haulage was, in view of the effect of such aid on competition, manifestly disproportionate to the objectives of the Treaty or any exceptional circumstance of such a kind as to create legitimate expectations as to the lawfulness of such aid paid to undertakings engaged in international road haulage.",0,"['applicant establish existence', 'which give ground']"
It also concluded that the statement of reasons for the contested decision is adequate in that regard.,0,[]
The operative part of the contested judgment is worded as follows: '1.,0,[]
"Annuls Article 2 of Commission Decision 98/182/EC of 30 July 1997 concerning aid granted by the Friuli-Venezia Giulia Region (Italy) to road I - 4138 ITALY v COMMISSION haulage companies in the Region in so far as it declares illegal aid granted after 1 July 1990 to undertakings engaged exclusively in local, regional or national transport; Annuls Article 5 of Decision 98/182 in so far as it requires the Italian Republic to recover that aid; Dismisses the remainder of the application; Orders each party to bear its own costs.'",0,"['it declare aid', 'it require Italian Republic', 'annul order party']"
"The appeal 25 By its appeal, the Italian Republic claims that the Court should: — partially set aside the contested judgment; — in the alternative, annul the contested decision in so far as it imposes the obligation to recover the subsidies granted, together with interest; I - 4139 JUDGMENT OF 29.",0,"['Court set judgment', 'it impose obligation']"
4 — CASE C-298/00 P — order the Commission to pay the costs.,0,['p order <ORG>']
"The Commission contends that the Court should: — dismiss the appeal; — set aside the contested judgment or, in the alternative, set it aside in so far as it partially annulled the contested decision; — order the Italian Republic and Impresa Edo Collorigh and Others (hereinafter 'Collorigh and Others'), which were among the applicants at first instance, to pay the costs.",0,"['Court dismiss appeal', 'it annul decision order']"
"In the pleading which they filed in response to the notification of the appeal, Collorigh and Others claim in essence that the Court should: — set aside the contested judgment in so far as it: — finds incompatible with the common market the aid granted to undertakings engaged in international road haulage operations which received subsidies granted pursuant to Laws Nos 28/1981 and 4/1985; I - 4140 ITALY v COMMISSION — classifies as 'new aid' the subsidies paid to undertakings which engaged in international road haulage operations during the period from 1981 to 1995; — orders the competent authorities of the Italian Republic to recover the allegedly illegal aid; — in the alternative, annul the contested decision in so far as it imposes the obligation to recover the subsidies granted, together with interest; — in the further alternative, annul the contested decision by limiting to the minimum amount the obligation to refund, taking account of the profit actually made by the undertakings concerned and of the tax burdens on them.",0,"['Court set judgment', 'which receive subsidy', 'aid classify subsidy', 'it impose obligation']"
"The cross-appeal Arguments of the parties 28 By its cross-appeal, which must be examined first, the Commission claims that the Court of First Instance infringed both its obligation to satisfy itself of its own motion as to the admissibility of the actions brought at first instance and the fourth paragraph of Article 173 of the EC Treaty (now, after amendment, the fourth paragraph of Article 230 EC), which lays down the criterion of individual concern.",0,"['<ORG> infringe obligation', 'which lay criterion']"
"In the Commission's view, the Court of First Instance should have held that those actions had to be declared inadmissible for lack of any such individual I - 4141 JUDGMENT OF 29.",0,[]
"4 — CASE C-298/00 P concern, since the applicants are unable to rely either on any attributes peculiar to them or on any circumstances by which they are distinguished from all other actual or potential recipients of the aid in question.",0,[]
"Taking the view that the contested decision is a measure of general application, the Commission claims that it is n o t of individual concern to the applicants which are undertakings which have n o t claimed and can not claim the slightest specific factor by which they are distinguished from other interested undertakings which did not participate in the formal procedure for reviewing the aid in question.",0,[]
"More specifically, that decision did not infringe any of those applicants' specific rights which were different from those of other undertakings in receipt of that aid.",0,['decision infringe any']
"In the Commission's view, that analysis is confirmed by the case-law (see, inter alia, Case 282/85 DEFI v Commission [1986] ECR 2469 and Joined Cases 67/85, 68/85 and 70/85 Van der Kooy and Others v Commission [1988] ECR 219) and is not invalidated by the judgment in Joined Cases C-15/98 and C-105/99 Italy and Sardegna Lines v Commission [2000] ECR I-8855).",0,[]
"In particular, the undertaking concerned in the case which gave rise to the latter judgment was in a different position, since it was not only affected by the Commission's decision by virtue of being a potential beneficiary of the aid scheme, 'but also by virtue of being an actual beneficiary of individual aid granted under that scheme, the recovery of which has been ordered by the Commission'.",0,['which give rise']
"The Commission points out, inter alia, that, firstly, the order for recovery of the aid already paid out is only one of the aspects of the contested decision, which continues to apply to all recipients, including those which are only potentially so.",0,[]
"It maintains, secondly, that it will be possible to determine the actual existence of an obligation imposed on each undertaking to repay the aid received only at the conclusion of complex investigations.",0,[]
"Finally, if all the undertakings which received aid granted under schemes declared illegal and incompatible with the common market and recovery of which was ordered by a Commission decision I - 4142 ITALY v COMMISSION were allowed to bring actions contesting that decision before the Court of First Instance, in cases where those undertakings did not bring actions, any reference for a preliminary ruling concerning the recovery of such aid would be declared inadmissible (see Case C-188/92 TWD Textilwerke Deggendorf [1994] ECR I-833, paragraphs 25 and 26).",0,"['which receive aid', 'undertaking bring action', 'reference declare inadmissible']"
"The Commission is of the opinion that the perverse effect of such a situation would be to oblige recipient undertakings to contest the decision before the Court of First Instance within the limited period laid down for bringing an action for annulment, even before knowing whether, under national law, they will actually be required to repay the aid received, such an effect potentially weakening the judicial protection of those undertakings.",0,['effect weaken protection']
The Commission is of the view that this plea of inadmissibility constitutes a ground involving a question of public policy.,0,['plea stitute ground']
"Consequently, since the Court of First Instance should have ascertained of its own motion whether the contested decision is of individual concern to the applicants, the Court of Justice must declare such a breach of that obligation.",0,['<ORG> declare breach']
"In the alternative, the Commission contends that the Court of Justice should itself examine the question of the admissibility of the actions brought at first instance.",0,['<ORG> examine question']
"Giving judgment in accordance with the first paragraph of Article 61 of the Statute of the Court of Justice, the latter could dismiss those actions as inadmissible.",0,['<ORG> dismiss action']
"Findings of the Court 33 As a preliminary point, it must be observed that the Commission has abandoned its claims made in the alternative for the contested judgment to be set aside in so far as it partially annulled the contested decision.",1,"['<ORG> abandon claim', 'it annul decision']"
"It must be recalled that Article 173 of the Treaty, by virtue of which the Court of Justice is to review the legality of Community acts, provides that any natural or legal person may on grounds of lack of competence, infringement of an essential procedural requirement, infringement of this Treaty or of any rule of law relating to its application, or misuse of powers institute proceedings against a decision addressed to that person or against a decision which, although in the form of a regulation or a decision addressed to another person, is of direct and individual concern to the former.",1,['person institute proceeding']
"Where a decision is not of individual concern to a natural or legal person within the meaning of that provision, which is an essential condition for having locus standi in proceedings seeking judicial review of a Community act, such proceedings are inadmissible and that inadmissibility therefore constitutes a ground involving a question of public policy which may, and even must, be raised of its own motion by the Community judicature (see, with regard to a party having no interest in bringing or in maintaining an appeal, Case C-19/93 P Rendo and Others v Commission [1995] ECR I-3319, paragraph 13).",1,"['inadmissibility stitute ground', 'inadmissibility stitute Case', 'party have number interest']"
"According to settled case-law, persons other than those to whom a decision is addressed may only claim to be individually concerned if that decision affects them by reason of certain attributes which are peculiar to them or by reason of circumstances in which they are differentiated from all other persons and by virtue of these factors distinguishes them individually just as in the case of the person addressed (see, inter alia, judgments in Case 25/62 Plaumann v Commission [1963] ECR 95; Case C-321/95 P Greenpeace Council and Others v Commission [1998] ECR I-1651, paragraphs 7 and 2 8 , and Italy and Sardegna Lines v Commission, cited above, paragraph 32).",1,['decision affect they']
"The Court has thus held that an undertaking cannot, in principle, contest a Commission decision prohibiting a sectoral aid scheme if it is concerned by that decision solely by virtue of belonging to the sector in question and being a potential beneficiary of the scheme.",1,[]
"Such a decision is, vis-à-vis the undertaking should it seek to contest the decision, a measure of general application covering situations which are determined objectively and entails legal effects for a class of I - 4144 ITALY v COMMISSION persons envisaged in a general and abstract manner (Van der Kooy and Others v Commission, cited above, paragraph 15; Case C-6/92 Federmineraria and Others v Commission [1993] ECR I-6357, paragraph 14, and Italy and Sardegna Lines v Commission, paragraph 33).",1,[]
"However, it is appropriate to recall the position adopted by the Court in the judgment in Italy and Sardegna Lines v Commission with regard to Commission Decision 98/95/EC of 21 October 1997 concerning aid granted by the Region of Sardinia (Italy) to shipping companies in Sardinia (OJ 1998 L 20, p.",0,[]
