text,label,events
"In accordance with the President’s decision, the hearing took place in public in the Human Rights Building, Strasbourg, on 25 October 1995.",non-argumentative,"['hearing take place', 'hearing take public', 'hearing take building', 'hearing take october']"
The Court had held a preparatory meeting beforehand.,non-argumentative,['court have hold meeting']
"The Court heard addresses by Mr Danelius, Mr Plender and Mr Jacot-Guillarmod, and the latter’s reply to the question asked by one member of the Court.",non-argumentative,"['court hear ', 'address reply question', ' ask member']"
On 25 and 27 October 1995 the Registrar received the Government’s and the applicant’s written replies to that question.,non-argumentative,['registrar receive reply']
"Mr Gül is a Turkish national, who was born in 1947 and now lives with his wife at Pratteln in the canton of Basle Rural, Switzerland.",non-argumentative,"['who be bear 1947', 'who live wife', 'who live pratteln']"
"Until 1983 he lived with his wife and their two sons, Tuncay (born on 12 October 1971) and Ersin (born on 20 January 1983), in the town of Gümüshane in Turkey.",non-argumentative,"['he live wife', 'he live town', ' bear october', ' bear january']"
"On 25 April 1983 he travelled to Switzerland, where he applied for political asylum as a Kurd and former member of the Turkish Social Democratic Party (""the CHP"").",non-argumentative,"['he travel switzerland', 'he apply asylum', 'he apply kurd']"
"He worked in a restaurant there until 1990, when he fell ill.",non-argumentative,"['he work restaurant', 'he work 1990', 'he fall ']"
Since then he has been in receipt of a partial-invalidity pension.,non-argumentative,[]
"In 1987 the applicant’s wife, who had remained in Turkey with their two sons, seriously burned herself during a fit brought on by her epilepsy, from which she had suffered since 1982.",non-argumentative,"['who have remain turkey', 'who have remain son', 'wife burn herself', 'wife burn fit', ' bring epilepsy', 'she have suffer 1982']"
"In December 1987, having found that it was impossible for her to obtain proper treatment in the area where she was then living, she joined her husband in Switzerland, where she was taken into hospital as an emergency case.",non-argumentative,"['she to obtain treatment', 'she to obtain area', 'she be live ', 'she join husband', 'she join switzerland', 'she be take hospital', 'she be take case']"
Two of the fingers of her left hand were amputated.,non-argumentative,['two be amputate ']
"On 19 September 1988 in Switzerland Mrs Gül gave birth to her third child, Nursal, a daughter.",non-argumentative,"['gl give birth', 'gl give child']"
"As she still suffered from epilepsy, she could not take care of the baby, who was placed in a home in Switzerland, where she has remained ever since.",non-argumentative,"['she suffer epilepsy', 'number take care', 'number take baby', 'who be place home', 'she have remain ']"
"In a written declaration dated 31 March 1989, a Pratteln specialist in internal medicine stated that a return to Turkey would be impossible for Mrs Gül and might even prove fatal to her, given her serious medical condition.",non-argumentative,"['specialist state ', 'return might prove fatal', ' give dition']"
"On 9 February 1989 the Minister for Refugees rejected Mr Gül’s application for political asylum, on the ground that he had not been able to establish that he personally had been a victim of persecution, as the general situation of the Kurdish population in Turkey was not in itself sufficient to justify granting political asylum.",non-argumentative,"['minister reject application', 'minister reject ground', ' grant asylum']"
"He went on to say that, according to reliable sources, no measures were being taken by the State authorities against former members of the CHP, and ordered the applicant to leave Switzerland by 30 April 1989, failing which he would be deported.",non-argumentative,"['he go ', ' accord source', 'measure be be take authority', 'measure be be take member', 'he order applicant', ' to leave switzerland', ' to leave april', ' fail which', 'he would be deport ']"
On 10 March 1989 the applicant appealed against the above decision to the Federal Justice and Police Department.,non-argumentative,"['applicant appeal decision', 'applicant appeal department']"
"He asserted that the collective repression of Kurds in Turkey, of which he himself had been a victim, in itself justified granting political asylum.",non-argumentative,"['he assert ', ' grant asylum']"
"In addition, at the time when he had fled to Switzerland all political parties had been proscribed and their members - especially the members of left-wing parties like the CHP - were being prosecuted.",non-argumentative,"['he have flee switzerland', 'party have be proscribe ', 'member be be prosecute ']"
"He could not therefore be required to return to Turkey, and this would be in breach of Article 3 (art. 3) of the Convention.",non-argumentative,"['number be require ', ' to return turkey']"
"In a letter of 26 June 1989, the Basle Rural Cantonal Aliens Police (Fremdenpolizei) informed the applicant’s lawyer that they supported Mr Gül’s request for a residence permit (Aufenthaltsbewilligung) on humanitarian grounds in respect of himself, his wife and his daughter Nursal.",non-argumentative,"['police inform lawyer', 'they support request', 'they support ground']"
"In view of the length of time Mr Gül had been living in Switzerland and his wife’s precarious state of health, the police considered that the conditions for the issue of such a permit laid down in Article 13 (f) of the Federal Council’s Order Limiting the Number of Aliens (""the OLNA"" - see paragraph 21 below) had been satisfied.",non-argumentative,"['gl have be live switzerland', 'company sidere ', ' lay article', ' limit number', ' see paragraph']"
The final decision to grant a residence permit was given by the Federal Aliens Office on 15 February 1990.,non-argumentative,"[' to grant permit', 'decision be give office', 'decision be give february']"
"As the Federal Justice and Police Department had informed Mr Gül that his application for political asylum had only very limited prospects of success on appeal, he withdrew it.",non-argumentative,"['department have inform gl', 'application have prospect', 'he withdraw it']"
The authorities took formal note of this on 8 November 1989.,non-argumentative,"['authority take e', 'authority take number', 'authority take ember']"
Before the Basle Rural Cantonal Aliens Police,non-argumentative,[]
"On 14 May 1990 Mr Gül asked the Basle Rural Cantonal Aliens Police for permission to bring to Switzerland his two sons, Tuncay and Ersin, who had remained in Turkey.",non-argumentative,"['gl ask police', 'gl ask permission', ' to bring son', ' to bring switzerland', 'who have remain turkey']"
"In a decision of 19 September 1990 the Aliens Police rejected Mr Gül’s request, on the ground that the conditions for family reunion had not been satisfied (Article 39 of the OLNA - see paragraph 21 below).",non-argumentative,"['police reject request', 'police reject ground', 'dition have be satisfy article', ' see paragraph']"
"Firstly, the Gül family’s flat did not conform to the standards laid down and, secondly, the applicant did not have sufficient means to provide for his family.",non-argumentative,"['flat do form', 'flat do standard', 'applicant do have mean', ' to provide family']"
"In any event, Tuncay was already eighteen and was therefore ineligible for a residence permit under the rules governing family reunion.",non-argumentative,[' govern reunion']
On 1 October 1990 the applicant appealed against this decision to the Basle Rural cantonal government (Regierungsrat).,non-argumentative,"['applicant appeal decision', 'applicant appeal government']"
"He argued that the residence permit issued to him and his wife under Article 13 (f) of the OLNA should have been extended to include his two sons, as his personal circumstances made it an extremely serious case.",non-argumentative,"['he argue ', ' issue f', 'permit should have be extend ', ' to include son', 'circumstance make ']"
"Since it was impossible to return to Turkey because of his wife’s precarious state of health and the length of time he had lived abroad, the family could be brought back together only in Switzerland.",non-argumentative,"[' to return turkey', 'he have live ', 'company be bring switzerland']"
"Both Article 8 (art. 8) of the European Convention on Human Rights, guaranteeing the right to respect for family life, and the United Nations Convention on the Rights of the Child gave the two boys the right to join their parents in Switzerland.",non-argumentative,"[' guarantee right', ' to respect life', 'convention give right', ' to join parent', ' to join switzerland']"
"If the cantonal government were nevertheless to rely on the provisions of Articles 38 et seq. of the OLNA (see paragraph 21 below) on family reunion, the younger son, Ersin, could and should be permitted to exercise that right.",non-argumentative,"[' to rely provision', ' see paragraph', ' see reunion', 'son should be permit ', ' to exercise right']"
There was enough room for him in the family’s flat and Mr Gül’s financial resources were sufficient to provide for his family.,non-argumentative,"['there be room', 'there be flat', ' to provide family']"
On 30 July 1991 the Basle Rural cantonal government dismissed the applicant’s appeal.,non-argumentative,['government dismiss appeal']
"It pointed out that under section 4 of the Federal Residence and Settlement of Aliens Act (""the RSAA"" - see paragraph 20 below) the question whether to grant a residence permit (Aufenthaltsbewilligung) or settlement permit (Niederlassungsbewilligung) was determined by the competent cantonal authorities with unfettered discretion (nach freiem Ermessen), having regard to the relevant statutory provisions and international agreements.",non-argumentative,"['it point ', ' see paragraph', ' to grant permit', 'question be determine authority', 'question be determine ermessen', ' have regard']"
"In that connection, the authorities had to take account of the country’s moral and economic interests, and of the degree of immigrant penetration (Überfremdung).",non-argumentative,"['authority have ', ' to take account', ' to take interest']"
"The cantonal government then considered whether Mr Gül’s two sons could rely on a right to obtain permission to reside in Switzerland (Anwesenheitsbewilligung) on the basis of the statutory provisions, as the agreement on settlement concluded by Turkey and Switzerland on 13 December 1990 did not confer such a right.",non-argumentative,"['government sidere ', 'ld rely right', 'ld rely basis', ' to obtain permission', ' to reside switzerland', ' clude turkey', ' clude december']"
Under section 17 (2) of the RSAA (see paragraph 20 below) a minor did not have such a right unless his parent was in possession of a settlement permit.,non-argumentative,"[' see paragraph', 'minor do have right']"
"As Mr and Mrs Gül only had a residence permit, they could not rely on that provision in order to assert a right to family reunion.",non-argumentative,"['gl have permit', 'number rely provision', ' to assert right']"
"As for the guarantees set forth in Article 8 (art. 8) of the Convention, only Swiss nationals or persons in possession of a settlement permit could rely on these; Mr and Mrs Gül fell into neither of those categories.",non-argumentative,"[' set art', ' fall neither']"
Articles 38 et seq. of the OLNA (see paragraph 21 below) did not confer a right but merely set out the minimum conditions to be satisfied before family reunion could be authorised.,non-argumentative,"[' see paragraph', 'company set dition', 'ld be authorise ']"
"The cantonal authorities had the final say on the matter, and in reaching their decision they had unfettered discretion.",non-argumentative,"['authority have say', ' reach decision', 'they have discretion']"
