text,label,events
"The Court reiterates that decisions taken by administrative authorities which do not themselves satisfy the requirements of Article 6 para. 1 (art. 6-1) of the Convention - as is the case in this instance with the district authority and the regional government (see paragraphs 10, 11 and 12 above) - must be subject to subsequent control by a ""judicial body that has full jurisdiction"" (see, inter alia and mutatis mutandis, the following judgments:",premise,"['court reiterate ', ' take authority', 'which do number ', 'decision satisfy requirement', ' see paragraph', 'that have jurisdiction', ' see judgment']"
"Albert and Le Compte v. Belgium of 10 February 1983, Series A no. 58, p. 16, para. 29; Öztürk, previously cited, pp. 21-22, para. 56; and Fischer v. Austria of 26 April 1995, Series A no. 312, p. 17, para. 28).",premise,[]
The Constitutional Court is not such a body.,premise,[]
"In the present case it could look at the impugned proceedings only from the point of view of their conformity with the Constitution, and this did not enable it to examine all the relevant facts.",premise,"['ld look proceeding', 'ld look point', 'this do enable it', ' to examine fact']"
It accordingly lacked the powers required under Article 6 para. 1 (art. 6-1).,conclusion,"['it lack power', ' require para']"
The powers of the Administrative Court must be assessed in the light of the fact that the court in this case was sitting in proceedings that were of a criminal nature for the purposes of the Convention.,premise,"['power must be assess light', 'company be sit proceeding']"
"It follows that when the compatibility of those powers with Article 6 para. 1 (art. 6-1) is being gauged, regard must be had to the complaints raised in that court by the applicant as well as to the defining characteristics of a ""judicial body that has full jurisdiction"".",premise,"['it follow that', 'regard must be have ', ' raise company', ' raise rt', ' raise applicant', 'that have jurisdiction']"
"These include the power to quash in all respects, on questions of fact and law, the decision of the body below.",premise,"['these include power', ' to quash decision', ' to quash respect', ' to quash question']"
"As the Administrative Court lacks that power, it cannot be regarded as a ""tribunal"" within the meaning of the Convention.",conclusion,"['court lack power', 'it can be not regard tribunal']"
It accordingly lacked the powers required under Article 6 para. 1 (art. 6-1).,premise,"['it lack power', ' require para']"
"As the Administrative Court lacks that power, it cannot be regarded as a ""tribunal"" within the meaning of the Convention.",premise,"['court lack power', 'it can be not regard tribunal']"
"It follows that the applicant did not have access to a ""tribunal"".",conclusion,"['it follow ', 'applicant do have access']"
"It follows that the applicant did not have access to a ""tribunal"".",premise,"['it follow ', 'applicant do have access']"
There has accordingly been a violation of Article 6 para. 1 (art. 6-1) on this point.,conclusion,[]
"(see the Hauschildt v. Denmark judgment of 24 May 1989, Series A no. 154, p. 24, para. 57; the Saïdi v. France judgment of 20 September 1993, Series A no. 261-C, p. 58, para. 49; and the Fischer judgment, previously cited, p. 21, para. 47).",premise,[' see judgment']
It cannot speculate as to what the outcome of the proceedings in issue might have been if the violation of the Convention had not occurred,conclusion,"['it can not speculate ', 'violation have occur ']"
It cannot speculate as to what the outcome of the proceedings in issue might have been if the violation of the Convention had not occurred,premise,"['it can not speculate ', 'violation have occur ']"
"It considers that, in the circumstances of the case, the present judgment affords the applicant sufficient reparation.",conclusion,"['company sider ', 'judgment afford reparation']"
