text,label,events
"The Court reiterates that decisions taken by administrative authorities which do not themselves satisfy the requirements of Article 6 para. 1 (art. 6-1) of the Convention - as is the case in this instance with the district authority and the regional government (see paragraphs 9 and 10 above) - must be subject to subsequent control by a ""judicial body that has full jurisdiction""",premise,"['court reiterate ', ' take authority', 'which do number ', 'decision satisfy requirement', ' see paragraph', 'that have jurisdiction']"
The Constitutional Court is not such a body.,premise,[]
"In the present case it could look at the impugned proceedings only from the point of view of their conformity with the Constitution, and this did not enable it to examine all the relevant facts.",premise,"['ld look proceeding', 'ld look point', 'this do enable it', ' to examine fact']"
It accordingly lacked the powers required under Article 6 para. 1 (art. 6-1).,conclusion,"['it lack power', ' require para']"
The powers of the Administrative Court must be assessed in the light of the fact that the court in this case was sitting in proceedings that were of a criminal nature for the purposes of the Convention.,premise,"['power must be assess light', 'company be sit proceeding']"
"It follows that when the compatibility of those powers with Article 6 para. 1 (art. 6-1) is being gauged, regard must be had to the complaints raised in that court by the applicant as well as to the defining characteristics of a ""judicial body that has full jurisdiction"".",conclusion,"['it follow that', 'regard must be have ', ' raise company', ' raise rt', ' raise applicant', 'that have jurisdiction']"
"It follows that when the compatibility of those powers with Article 6 para. 1 (art. 6-1) is being gauged, regard must be had to the complaints raised in that court by the applicant as well as to the defining characteristics of a ""judicial body that has full jurisdiction"".",premise,"['it follow that', 'regard must be have ', ' raise company', ' raise rt', ' raise applicant', 'that have jurisdiction']"
"These include the power to quash in all respects, on questions of fact and law, the decision of the body below.",premise,"['these include power', ' to quash decision', ' to quash respect', ' to quash question']"
"As the Administrative Court lacks that power, it cannot be regarded as a ""tribunal"" within the meaning of the Convention.",premise,"['court lack power', 'it can be not regard tribunal']"
"Moreover, in a judgment of 14 October 1987 the Constitutional Court held that in respect of criminal penalties not covered by the reservation in respect of Article 5 (art. 5), the limited review carried out by the Administrative Court or the Constitutional Court was insufficient (see paragraph 26 above).",premise,"['court hold ', 'company ere reservation', 'company ere respect', ' carry court', ' see paragraph']"
"It follows that the applicant did not have access to a ""tribunal"". There has accordingly been a violation of Article 6 para. 1 (art. 6-1) on this point.",conclusion,"['it follow ', 'applicant do have access']"
"(see, mutatis mutandis, the Belilos v. Switzerland judgment of 29 April 1988, Series A no. 132, p. 24, para. 49).",premise,[]
"the Court considers that the ""declaration"" is to be regarded as a reservation within the meaning of Article 64 (art. 64) of the Convention",conclusion,"['company sider ', 'declaration be to be regard reservation']"
"(see, as the most recent authority, the Chorherr judgment previously cited, p. 34, para. 20).",premise,"[' see para', ' see authority']"
"Nevertheless, with a description of this nature, which is not exhaustive, the ""declaration"" does not afford to a sufficient degree ""a guarantee ... that [it] does not go beyond the provisions expressly excluded"" by Austria",conclusion,"['declaration do afford guarantee', 'declaration do afford degree', 'it do go provision', ' exclude austria']"
"the Court considers that the ""declaration"" is to be regarded as a reservation within the meaning of Article 64 (art. 64) of the Convention",premise,"['company sider ', 'declaration be to be regard reservation']"
It is therefore necessary to determine whether the declaration satisfies the requirements of that provision (art. 64).,premise,['declaration satisfy requirement']
"The Court notes at the outset that there is no ""brief statement"" of the law which is said not to conform to Articles 3 and 4 of Protocol No. 7 (P7-3, P7-4).",premise,"['there be statement', 'which be say number']"
"Admittedly, it can be inferred from the wording of the ""declaration"" that Austria intended all proceedings that were not ""criminal proceedings in the sense of the Austrian Code of Criminal Procedure"" to be excluded from the scope of Articles 3 and 4 (P7-3, P7-4); the Government rightly drew attention to this.",premise,"['it can be infer wording', 'austria intend ', 'proceeding to be exclude scope', 'government draw attention', 'government draw this']"
"Nevertheless, with a description of this nature, which is not exhaustive, the ""declaration"" does not afford to a sufficient degree ""a guarantee ... that [it] does not go beyond the provisions expressly excluded"" by Austria",premise,"['declaration do afford guarantee', 'declaration do afford degree', 'it do go provision', ' exclude austria']"
"Accordingly, the declaration does not satisfy the requirements of Article 64 para. 2 (art. 64-2).",conclusion,"['declaration do number ', ' satisfy requirement']"
"Like the Commission, the Court observes that the aim of Article 4 of Protocol No. 7 (P7-4) is to prohibit the repetition of criminal proceedings that have been concluded by a final decision.",premise,"['court observe ', ' to prohibit repetition', 'that have be clude decision']"
That provision (P7-4) does not therefore apply before new proceedings have been opened.,premise,['proceeding have be open ']
"In the present case, inasmuch as the new proceedings reached their conclusion in a decision later in date than the entry into force of Protocol No. 7 (P7), namely the Administrative Court's judgment of 29 March 1989,",premise,"['proceeding reach clusion', 'proceeding reach decision']"
the conditions for applicability ratione temporis are satisfied.,conclusion,[]
"The latter were different in nature and pursued different aims: whereas Article 81 para. 2 of the Criminal Code punished homicide committed while under the influence of drink, section 5 of the Road Traffic Act punished the mere fact of driving a vehicle while intoxicated.",premise,"['latter pursue aim', 'article para ', '2 punish homicide', 'section punish fact', ' drive vehicle']"
"The former was designed to penalise acts that cause death and threaten public safety, the latter to ensure a smooth flow of traffic.",premise,"['former be design ', ' to penalise act', 'that cause death', 'that threaten safety', 'latter to ensure flow']"
the Government affirmed that Article 4 of Protocol No. 7 (P7-4) did not preclude applying the two provisions in issue consecutively.,conclusion,"['government affirm ', 'article do preclude ', ' apply provision']"
"The Court notes that, according to the St Pölten Regional Court, the aggravating circumstance referred to in Article 81 para. 2 of the Criminal Code, namely a blood alcohol level of 0.8 grams per litre or higher, was not made out with regard to the applicant.",premise,"['number e circumstance', ' accord court', ' refer para', '2 be make regard']"
"On the other hand, the administrative authorities found, in order to bring the applicant's case within the ambit of section 5 of the Road Traffic Act, that that alcohol level had been attained.",premise,"['authority find ', ' to bring case', ' to bring ambit', 'level have be attain ']"
"The Court is fully aware that the provisions in question differ not only as regards the designation of the offences but also, more importantly, as regards their nature and purpose.",premise,"['provision differ ', ' regard designation', ' regard nature']"
It further observes that the offence provided for in section 5 of the Road Traffic Act represents only one aspect of the offence punished under Article 81 para. 2 of the Criminal Code.,premise,"['it observe ', ' provide section', 'offence represent aspect', ' punish para']"
"Nevertheless, both impugned decisions were based on the same conduct.",premise,['decision be base duct']
"Accordingly, there has been a breach of Article 4 of Protocol No. 7 (P7-4).",conclusion,[]
"Like the Commission, the Court notes that, although the offences in issue and the procedures followed in the case fall within the administrative sphere, they are nevertheless criminal in nature.",premise,"['number e ', ' follow case', 'offence fall sphere']"
This is moreover reflected in the terminology employed.,premise,['this be reflect terminology']
Thus Austrian law refers to administrative offences (Verwaltungsstraftaten) and administrative criminal procedure (Verwaltungsstrafverfahren).,premise,['law refer offence']
"In addition, the fine imposed on the applicant was accompanied by an order for his committal to prison in the event of his defaulting on payment (see paragraph 16 above).",premise,"[' impose applicant', 'fine be accompany order', 'his default payment', ' see paragraph']"
"These considerations are sufficient to establish that the offence of which the applicant was accused may be classified as ""criminal"" for the purposes of the Convention.",conclusion,"['applicant be accuse ', 'offence may be classify purpose']"
